rank,worth_billions,category,name,age,country,city,source,industry,countryOfCitizenship,self_made,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,age_group,worth_tier,year,company_founded,company_name,company_relationship,company_sector,company_type,country_code,gdp,region,wealth_type,wealth_category,from_emerging,inherited_raw,was_founder,was_political,inherited
71,22.0,Food & Beverage,Emmanuel Besnier,52.0,France,Laval,Cheese,Food & Beverage,France,False,D,male,1970-09-18 00:00:00,Besnier,Emmanuel,2023-04-04 05:01:00,1970.0,9.0,18.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,50s,10–100B,2023,,,,,,,,,,,,,,,
72,21.6,Finance & Investments,Abigail Johnson,61.0,United States,Milton,Fidelity,Finance & Investments,United States,False,U,female,1961-12-19 00:00:00,Johnson,Abigail,2023-04-04 05:01:00,1961.0,12.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,10–100B,2023,,,,,,,,,,,,,,,
72,21.6,Energy,Leonid Mikhelson & family,67.0,Russia,Moscow,"Gas, chemicals",Energy,Russia,True,U,male,1955-08-11 00:00:00,Mikhelson,Leonid,2023-04-04 05:01:00,1955.0,8.0,11.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,60s,10–100B,2023,,,,,,,,,,,,,,,
74,21.2,Fashion & Retail,Lukas Walton,36.0,United States,Chicago,Walmart,Fashion & Retail,United States,False,U,male,1986-09-19 00:00:00,Walton,Lukas,2023-04-04 05:01:00,1986.0,9.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,30s,10–100B,2023,,,,,,,,,,,,,,,
74,21.2,Service,Wang Wei,52.0,China,Shenzhen,Package delivery,Service,China,True,D,male,1970-10-01 00:00:00,Wang,Wei,2023-04-04 05:01:00,1970.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,10–100B,2023,,,,,,,,,,,,,,,
76,21.1,Technology,Jensen Huang,60.0,United States,Los Altos,Semiconductors,Technology,United States,True,U,male,1963-02-17 00:00:00,Huang,Jensen,2023-04-04 05:01:00,1963.0,2.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,10–100B,2023,,,,,,,,,,,,,,,
77,21.0,Fashion & Retail,Leonard Lauder,90.0,United States,New York,Estee Lauder,Fashion & Retail,United States,False,D,male,1933-03-19 00:00:00,Lauder,Leonard,2023-04-04 05:01:00,1933.0,3.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,90+,10–100B,2023,,,,,,,,,,,,,,,
77,21.0,Manufacturing,Takemitsu Takizaki,77.0,Japan,Osaka,Sensors,Manufacturing,Japan,True,D,male,1945-06-10 00:00:00,Takizaki,Takemitsu,2023-04-04 05:01:00,1945.0,6.0,10.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,70s,10–100B,2023,,,,,,,,,,,,,,,
79,20.9,Metals & Mining,Alexey Mordashov & family,57.0,Russia,Moscow,"Steel, investments",Metals & Mining,Russia,True,U,male,1965-09-26 00:00:00,Mordashov,Alexey,2023-04-04 05:01:00,1965.0,9.0,26.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,50s,10–100B,2023,,,,,,,,,,,,,,,
80,20.5,Energy,Vagit Alekperov,72.0,Russia,Moscow,Oil,Energy,Russia,True,U,male,1950-09-01 00:00:00,Alekperov,Vagit,2023-04-04 05:01:00,1950.0,9.0,1.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,70s,10–100B,2023,,,,,,,,,,,,,,,
81,20.2,Healthcare,"Thomas Frist, Jr. & family",84.0,United States,Nashville,Hospitals,Healthcare,United States,True,D,male,1938-08-12 00:00:00,Frist,Thomas,2023-04-04 05:01:00,1938.0,8.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,10–100B,2023,,,,,,,,,,,,,,,
82,19.6,Metals & Mining,Andrew Forrest,61.0,Australia,Perth,Mining,Metals & Mining,Australia,True,U,male,1961-11-18 00:00:00,Forrest,Andrew,2023-04-04 05:01:00,1961.0,11.0,18.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,60s,10–100B,2023,,,,,,,,,,,,,,,
83,19.1,Finance & Investments,Ray Dalio,73.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,True,D,male,1949-08-08 00:00:00,Dalio,Ray,2023-04-04 05:01:00,1949.0,8.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,10–100B,2023,,,,,,,,,,,,,,,
84,19.0,Automotive,Eric Li,59.0,China,Hangzhou,Automobiles,Automotive,China,True,D,male,1963-06-01 00:00:00,Li,Eric,2023-04-04 05:01:00,1963.0,6.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,10–100B,2023,,,,,,,,,,,,,,,
84,19.0,Metals & Mining,Wang Wenyin,55.0,China,Shenzhen,"Mining, copper products",Metals & Mining,China,True,U,male,1968-03-01 00:00:00,Wang,Wenyin,2023-04-04 05:01:00,1968.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,10–100B,2023,,,,,,,,,,,,,,,
86,18.9,Diversified,Eyal Ofer,72.0,Monaco,Monte Carlo,"Real estate, shipping",Diversified,Israel,False,U,male,1950-06-02 00:00:00,Ofer,Eyal,2023-04-04 05:01:00,1950.0,6.0,2.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158,70s,10–100B,2023,,,,,,,,,,,,,,,
86,18.9,Food & Beverage,Qin Yinglin,57.0,China,Nanyang,Pig breeding,Food & Beverage,China,True,D,male,1965-04-17 00:00:00,Qin,Yinglin,2023-04-04 05:01:00,1965.0,4.0,17.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,10–100B,2023,,,,,,,,,,,,,,,
88,18.7,Automotive,Wang Chuanfu,57.0,China,Shenzhen,"Batteries, automobiles",Automotive,China,True,D,male,1966-02-15 00:00:00,Wang,Chuanfu,2023-04-04 05:01:00,1966.0,2.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,10–100B,2023,,,,,,,,,,,,,,,
89,18.5,Energy,Harold Hamm & family,77.0,United States,Oklahoma City,Oil & gas,Energy,United States,True,U,male,1945-12-11 00:00:00,Hamm,Harold,2023-04-04 05:01:00,1945.0,12.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,10–100B,2023,,,,,,,,,,,,,,,
89,18.5,Finance & Investments,David Tepper,65.0,United States,Palm Beach,Hedge funds,Finance & Investments,United States,True,U,male,1957-09-11 00:00:00,Tepper,David,2023-04-04 05:01:00,1957.0,9.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,10–100B,2023,,,,,,,,,,,,,,,
89,18.5,Energy,Gennady Timchenko,70.0,Russia,Moscow,"Oil, gas",Energy,Russia,True,U,male,1952-11-09 00:00:00,Timchenko,Gennady,2023-04-04 05:01:00,1952.0,11.0,9.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,70s,10–100B,2023,,,,,,,,,,,,,,,
92,18.0,Finance & Investments,Daniel Gilbert,61.0,United States,Franklin,Quicken Loans,Finance & Investments,United States,True,D,male,1962-01-17 00:00:00,Gilbert,Daniel,2023-04-04 05:01:00,1962.0,1.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,10–100B,2023,,,,,,,,,,,,,,,
93,17.7,Metals & Mining,Lakshmi Mittal,72.0,United Kingdom,London,Steel,Metals & Mining,India,False,D,male,1950-06-15 00:00:00,Mittal,Lakshmi,2023-04-04 05:01:00,1950.0,6.0,15.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,70s,10–100B,2023,,,,,,,,,,,,,,,
94,17.5,Finance & Investments,Steve Cohen,66.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,True,U,male,1956-06-11 00:00:00,Cohen,Steve,2023-04-04 05:01:00,1956.0,6.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,10–100B,2023,,,,,,,,,,,,,,,
94,17.5,Finance & Investments,Carl Icahn,87.0,United States,Indian Creek,Investments,Finance & Investments,United States,True,U,male,1936-02-16 00:00:00,Icahn,Carl,2023-04-04 05:01:00,1936.0,2.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,10–100B,2023,,,,,,,,,,,,,,,
94,17.5,Metals & Mining,Savitri Jindal & family,73.0,India,Hisar,Steel,Metals & Mining,India,False,D,female,1950-03-20 00:00:00,Jindal,Savitri,2023-04-04 05:01:00,1950.0,3.0,20.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,70s,10–100B,2023,,,,,,,,,,,,,,,
97,17.4,Real Estate,Donald Bren,90.0,United States,Newport Beach,Real estate,Real Estate,United States,True,U,male,1932-05-11 00:00:00,Bren,Donald,2023-04-04 05:01:00,1932.0,5.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,90+,10–100B,2023,,,,,,,,,,,,,,,
97,17.4,Fashion & Retail,"John Menard, Jr.",83.0,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,True,U,male,1940-01-22 00:00:00,Menard,John,2023-04-04 05:01:00,1940.0,1.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,10–100B,2023,,,,,,,,,,,,,,,
99,17.1,Media & Entertainment,Rupert Murdoch & family,92.0,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,False,D,male,1931-03-11 00:00:00,Murdoch,Rupert,2023-04-04 05:01:00,1931.0,3.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,90+,10–100B,2023,,,,,,,,,,,,,,,
100,16.7,Finance & Investments,Vicky Safra & family,70.0,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,False,U,female,1953-01-01 00:00:00,Safra,Vicky,2023-04-04 05:01:00,1953.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,70s,10–100B,2023,,,,,,,,,,,,,,,
101,16.5,Fashion & Retail,"Theo Albrecht, Jr. & family",72.0,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,False,D,male,1951-01-01 00:00:00,Albrecht,Theo,2023-04-04 05:01:00,1951.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,70s,10–100B,2023,,,,,,,,,,,,,,,
101,16.5,Finance & Investments,Renata Kellnerova & family,55.0,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,False,D,female,1967-07-04 00:00:00,Kellnerova,Renata,2023-04-04 05:01:00,1967.0,7.0,4.0,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962,50s,10–100B,2023,,,,,,,,,,,,,,,
103,16.3,Healthcare,Li Xiting,72.0,China,Shenzhen,medical devices,Healthcare,Singapore,True,D,male,1951-01-01 00:00:00,Li,Xiting,2023-04-04 05:01:00,1951.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70s,10–100B,2023,,,,,,,,,,,,,,,
104,16.2,Fashion & Retail,Stefan Persson,75.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,D,male,1947-10-04 00:00:00,Persson,Stefan,2023-04-04 05:01:00,1947.0,10.0,4.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,70s,10–100B,2023,,,,,,,,,,,,,,,
104,16.2,Technology,Eric Schmidt,67.0,United States,Atherton,Google,Technology,United States,True,D,male,1955-04-27 00:00:00,Schmidt,Eric,2023-04-04 05:01:00,1955.0,4.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,10–100B,2023,,,,,,,,,,,,,,,
106,16.0,Finance & Investments,Michael Platt,55.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,True,U,male,1968-03-18 00:00:00,Platt,Michael,2023-04-04 05:01:00,1968.0,3.0,18.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,50s,10–100B,2023,,,,,,,,,,,,,,,
107,15.9,Food & Beverage,Pang Kang,67.0,China,Foshan,Soy sauce,Food & Beverage,China,True,D,male,1956-01-19 00:00:00,Pang,Kang,2023-04-04 05:01:00,1956.0,1.0,19.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,10–100B,2023,,,,,,,,,,,,,,,
108,15.8,Fashion & Retail,Karl Albrecht Jr. & family,,Germany,,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,male,,Albrecht Jr.,Karl,2023-04-04 05:01:00,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,,10–100B,2023,,,,,,,,,,,,,,,
108,15.8,Food & Beverage,Jorge Paulo Lemann & family,83.0,Switzerland,Zurich,Beer,Food & Beverage,Brazil,True,U,male,1939-08-26 00:00:00,Lemann,Jorge Paulo,2023-04-04 05:01:00,1939.0,8.0,26.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,80s,10–100B,2023,,,,,,,,,,,,,,,
108,15.8,Real Estate,Peter Woo,76.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,D,male,1946-09-05 00:00:00,Woo,Peter,2023-04-04 05:01:00,1946.0,9.0,5.0,,,,,,,,,,,,70s,10–100B,2023,,,,,,,,,,,,,,,
112,15.6,Healthcare,Dilip Shanghvi,67.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,E,male,1955-10-01 00:00:00,Shanghvi,Dilip,2023-04-04 05:01:00,1955.0,10.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60s,10–100B,2023,,,,,,,,,,,,,,,
113,15.5,Technology,Robert Pera,45.0,United States,San Jose,Wireless networking,Technology,United States,True,U,male,1978-03-10 00:00:00,Pera,Robert,2023-04-04 05:01:00,1978.0,3.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,40s,10–100B,2023,,,,,,,,,,,,,,,
114,15.3,Fashion & Retail,Radhakishan Damani,68.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,True,D,male,1955-01-01 00:00:00,Damani,Radhakishan,2023-04-04 05:01:00,1955.0,1.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60s,10–100B,2023,,,,,,,,,,,,,,,
115,15.2,Automotive,Huang Shilin,56.0,China,Ningde,Batteries,Automotive,China,True,D,male,1967-01-01 00:00:00,Huang,Shilin,2023-04-04 05:01:00,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,10–100B,2023,,,,,,,,,,,,,,,
116,14.9,Diversified,Dhanin Chearavanont,83.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,male,1939-04-19 00:00:00,Chearavanont,Dhanin,2023-04-04 05:01:00,1939.0,4.0,19.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,80s,10–100B,2023,,,,,,,,,,,,,,,
116,14.9,Fashion & Retail,David Green & family,81.0,United States,Oklahoma City,Retail,Fashion & Retail,United States,True,U,male,1941-11-13 00:00:00,Green,David,2023-04-04 05:01:00,1941.0,11.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,10–100B,2023,,,,,,,,,,,,,,,
118,14.8,Food & Beverage,Charoen Sirivadhanabhakdi,78.0,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,True,U,male,1944-05-02 00:00:00,Sirivadhanabhakdi,Charoen,2023-04-04 05:01:00,1944.0,5.0,2.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,70s,10–100B,2023,,,,,,,,,,,,,,,
119,14.7,Food & Beverage,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,London,Heineken,Food & Beverage,Netherlands,False,D,female,1954-06-30 00:00:00,de Carvalho-Heineken,Charlene,2023-04-04 05:01:00,1954.0,6.0,30.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,60s,10–100B,2023,,,,,,,,,,,,,,,
120,14.6,Healthcare,Xu Hang,60.0,China,Shenzhen,Medical devices,Healthcare,Hong Kong,True,D,male,1962-05-22 00:00:00,Xu,Hang,2023-04-04 05:01:00,1962.0,5.0,22.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,10–100B,2023,,,,,,,,,,,,,,,
121,14.5,Automotive,Wei Jianjun & family,59.0,China,Baoding,Automobiles,Automotive,China,True,D,male,1964-03-01 00:00:00,Wei,Jianjun,2023-04-04 05:01:00,1964.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,10–100B,2023,,,,,,,,,,,,,,,
122,14.4,Metals & Mining,Alisher Usmanov,69.0,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,True,U,male,1953-09-09 00:00:00,Usmanov,Alisher,2023-04-04 05:01:00,1953.0,9.0,9.0,,,"$57,921,286,440 ",10.1,104.2,71.6,14.8,31.6,33580650.0,41.377491,64.585262,60s,10–100B,2023,,,,,,,,,,,,,,,
123,14.3,Manufacturing,Goh Cheng Liang,95.0,Singapore,Singapore,Paints,Manufacturing,Singapore,True,U,male,1927-06-27 00:00:00,Goh,Cheng Liang,2023-04-04 05:01:00,1927.0,6.0,27.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,90+,10–100B,2023,,,,,,,,,,,,,,,
124,14.2,Diversified,Kumar Birla,55.0,India,Mumbai,Commodities,Diversified,India,False,D,male,1967-06-14 00:00:00,Birla,Kumar,2023-04-04 05:01:00,1967.0,6.0,14.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,50s,10–100B,2023,,,,,,,,,,,,,,,
124,14.2,Manufacturing,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,True,U,male,1957-04-10 00:00:00,Dangote,Aliko,2023-04-04 05:01:00,1957.0,4.0,10.0,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277,60s,10–100B,2023,,,,,,,,,,,,,,,
126,14.1,Real Estate,Kwong Siu-hing,93.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,female,1929-12-02 00:00:00,Kwong,Siu-hing,2023-04-04 05:01:00,1929.0,12.0,2.0,,,,,,,,,,,,90+,10–100B,2023,,,,,,,,,,,,,,,
127,14.0,Diversified,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,False,U,male,1955-10-02 00:00:00,Ofer,Idan,2023-04-04 05:01:00,1955.0,10.0,2.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,60s,10–100B,2023,,,,,,,,,,,,,,,
128,13.9,Healthcare,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,True,U,male,1965-09-01 00:00:00,Chen,Bang,2023-04-04 05:01:00,1965.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,10–100B,2023,,,,,,,,,,,,,,,
128,13.9,Gambling & Casinos,Lui Che Woo,94.0,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,True,U,male,1929-04-01 00:00:00,Lui,Che Woo,2023-04-04 05:01:00,1929.0,4.0,1.0,,,,,,,,,,,,90+,10–100B,2023,,,,,,,,,,,,,,,
130,13.7,Logistics,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,True,U,male,1945-02-01 00:00:00,Fredriksen,John,2023-04-04 05:01:00,1945.0,2.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,70s,10–100B,2023,,,,,,,,,,,,,,,
130,13.7,Construction & Engineering,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,True,U,female,1947-03-02 00:00:00,Hendricks,Diane,2023-04-04 05:01:00,1947.0,3.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,10–100B,2023,,,,,,,,,,,,,,,
130,13.7,Technology,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,True,U,male,1976-02-24 00:00:00,Koum,Jan,2023-04-04 05:01:00,1976.0,2.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,40s,10–100B,2023,,,,,,,,,,,,,,,
133,13.3,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,U,male,1942-10-13 00:00:00,Jones,Jerry,2023-04-04 05:01:00,1942.0,10.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,10–100B,2023,,,,,,,,,,,,,,,
133,13.3,Energy,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,False,U,male,1942-07-29 00:00:00,Kaiser,George,2023-04-04 05:01:00,1942.0,7.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,10–100B,2023,,,,,,,,,,,,,,,
133,13.3,Real Estate,Joseph Lau,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,male,1951-07-21 00:00:00,Lau,Joseph,2023-04-04 05:01:00,1951.0,7.0,21.0,,,,,,,,,,,,70s,10–100B,2023,,,,,,,,,,,,,,,
136,13.2,Automotive,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,True,D,male,1962-12-28 00:00:00,Lu,Xiangyang,2023-04-04 05:01:00,1962.0,12.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,10–100B,2023,,,,,,,,,,,,,,,
137,13.1,Real Estate,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,True,U,male,1933-03-03 00:00:00,Triguboff,Harry,2023-04-04 05:01:00,1933.0,3.0,3.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,90+,10–100B,2023,,,,,,,,,,,,,,,
138,12.9,Finance & Investments,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,True,D,male,1959-03-15 00:00:00,Kotak,Uday,2023-04-04 05:01:00,1959.0,3.0,15.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60s,10–100B,2023,,,,,,,,,,,,,,,
138,12.9,Sports,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,True,U,male,1947-07-29 00:00:00,Kroenke,Stanley,2023-04-04 05:01:00,1947.0,7.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,10–100B,2023,,,,,,,,,,,,,,,
140,12.6,Energy,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,True,U,male,1964-04-21 00:00:00,Fridman,Mikhail,2023-04-04 05:01:00,1964.0,4.0,21.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50s,10–100B,2023,,,,,,,,,,,,,,,
141,12.3,Energy,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,True,U,male,1965-07-12 00:00:00,Ratanavadi,Sarath,2023-04-04 05:01:00,1965.0,7.0,12.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,50s,10–100B,2023,,,,,,,,,,,,,,,
142,12.2,Metals & Mining,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,True,D,male,1973-02-01 00:00:00,Dang,Yanbao,2023-04-04 05:01:00,1973.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,10–100B,2023,,,,,,,,,,,,,,,
142,12.2,Healthcare,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,True,D,male,1953-10-08 00:00:00,Jiang,Rensheng,2023-04-04 05:01:00,1953.0,10.0,8.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,10–100B,2023,,,,,,,,,,,,,,,
